

words_alpha mat1 temp1 chs0:
<lizing>  [<|li|z|ing|>]
<<rpathtransioneriesha>>  [<|<|r|path|trans|ion|eri|esh|a|>|>]
<<secounteretgressmenneliapuls'spireanti>>  [<|<|se|counter|et|gress|me|nne|lia|puls|'|spire|ant|i|>|>]
<<sha>>  [<|<|sha|>|>]
<<gessi>>  [<|<|g|es|si|>|>]
<<lenaantielyarlcidemetrndaamanna>>  [<|<|l|ena|anti|ely|arl|cide|metr|nda|am|anna|>|>]
<<nencejale>>  [<|<|ne|nce|j|ale|>|>]
<<mari>>  [<|<|mari|>|>]
<<leealylesshavi>>  [<|<|lee|aly|less|ha|vi|>|>]
<<za>>  [<|<|za|>|>]
<<jatrbeeshay>>  [<|<|ja|tr|be|esh|ay|>|>]
<<conarydicnyivecontralomyana>>  [<|<|con|ary|dic|ny|ive|contra|lo|my|ana|>|>]

female_names mat2 temp2 chs50:
<<lomicrohilisauanipolysiuniacageettllprelinux>>  [<|<|lo|micro|hi|lis|au|ani|poly|si|uni|ac|age|ett|ll|pre|lin|u|x|>|>]
<<namiunitudelynnhexeriliazasha>>  [<|<|na|mi|uni|tude|lynn|h|ex|eri|lia|za|sha|>|>]
<<jphonnyntdicjaine>>  [<|<|j|phon|ny|nt|dic|ja|ine|>|>]
<<chadiaina'qunoniseitygresseeousllejetudealean>>  [<|<|cha|dia|ina|'|qu|non|ise|ity|gress|ee|ous|lle|je|tude|al|ean|>|>]
<<ta>>  [<|<|ta|>|>]
<<plesselygraphpressentahlan>>  [<|<|p|less|ely|graph|press|ent|ah|lan|>|>]
<<xesren>>  [<|<|x|es|re|n|>|>]
<<heyeynnqmicroddimonoisndamortpulsyntransavpzooav́iand>>  [<|<|he|ye|ynn|q|micro|d|di|mono|is|nda|mort|puls|yn|trans|av|p|zoo|av|́|ia|nd|>|>]
<<ki>>  [<|<|ki|>|>]
<<si>>  [<|<|si|>|>]
<<di>>  [<|<|di|>|>]
<<kzoopathlecredelaina>>  [<|<|k|zoo|path|le|cred|ela|ina|>|>]
<<latr>>  [<|<|la|tr|>|>]
<<trgeatforminapassion>>  [<|<|tr|ge|at|form|ina|pass|ion|>|>]
<<taemphotinibletransncelyntudeishaveli>>  [<|<|ta|em|phot|in|ible|trans|nce|lyn|tude|isha|v|eli|>|>]
<<en>>  [<|<|en|>|>]
<<ni>>  [<|<|ni|>|>]
<<ra>>  [<|<|ra|>|>]
<<zahetude̋lynytudespireniruptjaadexaylllemaliah>>  [<|<|za|he|tude|̋|lyn|y|tude|spire|ni|rupt|ja|ad|ex|ayl|lle|mal|iah|>|>]
<<mendaarpelyapolymisola>>  [<|<|me|nda|ar|pel|ya|poly|mis|ol|a|>|>]
<<pmeterionismmolett>>  [<|<|p|meter|ion|ism|mo|le|tt|>|>]
<<mebrthermdami>>  [<|<|me|br|therm|da|mi|>|>]
<<bexprofacorte>>  [<|<|b|ex|pro|fac|or|te|>|>]
<<gchpulscapteehydrrislisidil>>  [<|<|g|ch|puls|capt|ee|hydr|ris|lis|id|il|>|>]
<<ictionloishfacoacadpolyashdaynna>>  [<|<|ic|tion|lo|ish|fac|o|ac|ad|poly|ash|da|ynn|a|>|>]

female_names mat2 temp5 chs0:
<<fa>>  [<|<|f|a|>|>]
<<fermarie>>  [<|<|f|er|mari|e|>|>]
<<mel>>  [<|<|me|l|>|>]
<<frie>>  [<|<|f|rie|>|>]
<<adylin>>  [<|<|ad|yl|in|>|>]
<<kah>>  [<|<|ka|h|>|>]
<<jeanni>>  [<|<|je|ann|i|>|>]
<<charlicia>>  [<|<|cha|rl|ic|ia|>|>]
<<marillany>>  [<|<|mari|lla|ny|>|>]
<<norvella>>  [<|<|n|or|ve|lla|>|>]
<<milisa>>  [<|<|mi|lis|a|>|>]
<<yani>>  [<|<|yan|i|>|>]
<<murphenice>>  [<|<|m|ur|p|he|ni|ce|>|>]
<<jasalin>>  [<|<|ja|sa|lin|>|>]
<<keneth>>  [<|<|ke|ne|th|>|>]
<<brynze>>  [<|<|br|yn|z|e|>|>]
<<peoluwa>>  [<|<|p|e|ol|u|w|a|>|>]
<<demicaella>>  [<|<|de|mi|ca|ell|a|>|>]
<<raine>>  [<|<|ra|ine|>|>]
<<bralynne>>  [<|<|br|aly|nne|>|>]
<<rich>>  [<|<|ri|ch|>|>]
<<mikiah>>  [<|<|mi|ki|ah|>|>]
<<lex>>  [<|<|le|x|>|>]
<<dichelle>>  [<|<|dic|he|lle|>|>]
<<hon>>  [<|<|h|on|>|>]

female_names mat2 temp5 chs10:
<<ellnonvka>>  [<|<|ell|non|v|ka|>|>]
<<ellie>>  [<|<|ell|ie|>|>]
<<eramae>>  [<|<|er|ama|e|>|>]
<<araateardo>>  [<|<|ara|ate|ar|do|>|>]
<<ann>>  [<|<|ann|>|>]
<<lane>>  [<|<|la|ne|>|>]
<<jaorbrfacmisbechaaearieiinna>>  [<|<|ja|or|br|fac|mis|be|cha|ae|ari|ei|in|na|>|>]
<<lverta>>  [<|<|l|vert|a|>|>]
<<a>>  [<|<|a|>|>]
<<fostella>>  [<|<|f|os|te|lla|>|>]
<<arlprearlbeneannbilyn>>  [<|<|arl|pre|arl|bene|ann|bi|lyn|>|>]
<<federique>>  [<|<|f|ed|eri|qu|e|>|>]
<<u>>  [<|<|u|>|>]
<<hariaeliza>>  [<|<|ha|ria|eli|za|>|>]
<<kingressssmonoettynnitykaælynenthomaliicnesselleivepost̀photeìscribosean>>  [<|<|k|in|gress|ss|mono|ett|ynn|ity|ka|æ|lyn|ent|hom|ali|ic|ness|elle|ive|post|̀|phot|ei|̀|scrib|os|ean|>|>]
<<lydie>>  [<|<|ly|di|e|>|>]
<<deacscriptpelhydridsemite>>  [<|<|de|ac|script|pel|hydr|id|se|mit|e|>|>]
<<ed>>  [<|<|ed|>|>]
<<arish>>  [<|<|ar|ish|>|>]
<<anisspecjunctfulnonppresskiju>>  [<|<|an|is|spec|junct|ful|non|p|press|ki|j|u|>|>]
<<roauconrisevpelphoncapt̀maynnayann>>  [<|<|ro|au|con|ris|ev|pel|phon|capt|̀|ma|ynn|ay|ann|>|>]
<<bi>>  [<|<|bi|>|>]
<<jaine>>  [<|<|ja|ine|>|>]
<<er>>  [<|<|er|>|>]
<<co>>  [<|<|co|>|>]

female_names mat2 temp5 chs50:
<<preaitractentheli>>  [<|<|pre|ai|tract|ent|he|li|>|>]
<<tocideaykpelciamarie>>  [<|<|to|cide|ay|k|pel|ci|ama|rie|>|>]
<<brleeshia>>  [<|<|br|lee|shi|a|>|>]
<<pangraphpressablearavertssarilleyann>>  [<|<|pan|graph|press|able|ara|vert|ss|ari|lle|yan|n|>|>]
<<bynncaptlleunauurçrozoohydrliscaptkaspirevity>>  [<|<|b|ynn|capt|lle|un|au|ur|ç|ro|zoo|hydr|lis|capt|ka|spire|vi|ty|>|>]
<<aleg>>  [<|<|ale|g|>|>]
<<t'hoodmeflecdrnnaaeayllleimala>>  [<|<|t|'|hood|me|flec|dr|nna|ae|ayl|lle|im|ala|>|>]
<<sjoynellakate>>  [<|<|s|jo|yn|ell|ak|ate|>|>]
<<keunnaynnmicropretǒcaagenessentablescribteleeyssa>>  [<|<|ke|un|na|ynn|micro|pre|to|̌|ca|age|ness|ent|able|scrib|tele|ey|ss|a|>|>]
<<mymultiautnneshipasena>>  [<|<|my|multi|aut|nne|ship|as|ena|>|>]
<<ailisantiçempress>>  [<|<|ai|lis|anti|ç|em|press|>|>]
<<teaniashpsychtransysqusi>>  [<|<|te|ani|ash|psych|trans|ys|qu|s|i|>|>]
<<sa>>  [<|<|sa|>|>]
<<claiin>>  [<|<|c|la|i|in|>|>]
<<scountereenegraphanianddevi>>  [<|<|s|counter|e|ene|graph|ani|and|de|vi|>|>]
<<maetta>>  [<|<|ma|ett|a|>|>]
<<ac>>  [<|<|a|c|>|>]
<<iscopelynn>>  [<|<|is|co|pel|ynn|>|>]
<<at>>  [<|<|a|t|>|>]
<<ce>>  [<|<|ce|>|>]
<<ade>>  [<|<|a|de|>|>]
<<colmisalean>>  [<|<|col|mis|ale|an|>|>]
<<itionnezaatvertshethcigradanty>>  [<|<|i|tion|ne|za|at|vert|she|th|ci|grad|ant|y|>|>]
<<siyapressamarley>>  [<|<|s|iya|press|ama|rl|ey|>|>]
<<shekegeaëneine>>  [<|<|she|ke|ge|ae|̈|ne|ine|>|>]

male_names mat1 temp1 chs0:
<rewnal>  [<|re|w|n|al|>]
<emirchi>  [<|em|ir|c|hi|>]
<kes>  [<|ke|s|>]
<jarellarqusha>  [<|ja|re|ll|ar|qu|sha|>]
<ario>  [<|ar|io|>]
<lay>  [<|la|y|>]
<ish>  [<|ish|>]
<fton>  [<|f|t|on|>]
<forvic>  [<|f|or|v|ic|>]
<bian>  [<|b|ian|>]
<zavien>  [<|za|vi|en|>]
<zgenat>  [<|z|ge|n|at|>]
<maeriah>  [<|ma|e|r|i|ah|>]
<jaynethean>  [<|j|ay|ne|th|ea|n|>]
<lin>  [<|li|n|>]
<sanlim>  [<|sa|n|li|m|>]
<regon>  [<|re|g|on|>]
<thelaza>  [<|t|he|la|za|>]
<emarisus>  [<|em|ari|s|u|s|>]
<fon>  [<|f|o|n|>]
<marno>  [<|m|ar|no|>]
<do>  [<|do|>]
<se>  [<|se|>]
<jaquariah>  [<|j|aqua|ri|ah|>]
<cho>  [<|ch|o|>]

male_names mat1 temp1 chs10:
<'ivegmacrohi>  [<|'|ive|g|macro|hi|>]
<dro>  [<|d|ro|>]
<dosa>  [<|do|sa|>]
<æjformanell>  [<|æ|j|form|an|ell|>]
<bi>  [<|bi|>]
<wir>  [<|w|ir|>]
<yli>  [<|y|li|>]
<reni>  [<|re|ni|>]
<captai>  [<|capt|ai|>]
<credell>  [<|cred|ell|>]
<io>  [<|io|>]
<be>  [<|be|>]
<col>  [<|col|>]
<tojo>  [<|to|jo|>]
<phon>  [<|phon|>]
<mortonobr>  [<|mort|on|o|br|>]
<bill>  [<|bi|ll|>]
<embenetlyan>  [<|em|bene|t|ly|an|>]
<brflex>  [<|br|flex|>]
<transmeter>  [<|trans|meter|>]
<liusak>  [<|li|us|ak|>]
<ahexlien>  [<|ah|ex|li|en|>]
<eyleautand-brmar>  [<|ey|le|aut|and|-|br|mar|>]
<uni>  [<|uni|>]
<qismaial>  [<|q|ism|ai|al|>]

male_names mat1 temp1 chs50:
<forman>  [<|form|an|>]
<nceee>  [<|nce|ee|>]
<non>  [<|non|>]
<transdemicrodicmort>  [<|trans|de|micro|dic|mort|>]
<aiiathermanb>  [<|ai|ia|therm|an|b|>]
<je>  [<|je|>]
<gescriptbi>  [<|ge|script|bi|>]
<ellirmonoli>  [<|ell|ir|mono|li|>]
<monoliselyv>  [<|mono|li|se|ly|v|>]
<re>  [<|re|>]
<dollphonea>  [<|do|ll|phon|ea|>]
<csantaqua>  [<|c|s|ant|aqua|>]
<eljeytevi>  [<|el|j|ey|te|vi|>]
<keninon>  [<|ke|ni|non|>]
<emleniscribmis>  [<|em|le|ni|scrib|mis|>]
<trand>  [<|tr|and|>]
<ki>  [<|ki|>]
<ism>  [<|ism|>]
<bkmetrus>  [<|b|k|metr|us|>]
<avse>  [<|av|se|>]
<u>  [<|u|>]
<ve>  [<|ve|>]
<spireimpre>  [<|spire|im|pre|>]
<ariicncebr>  [<|ari|ic|nce|br|>]
<unishipzooin>  [<|uni|ship|zoo|in|>]

male_names mat1 temp2 chs0:
<mariacca>  [<|ma|r|i|ac|ca|>]
<wil>  [<|w|il|>]
<kail>  [<|ka|il|>]
<tanden>  [<|ta|n|d|e|n|>]
<ghous>  [<|g|h|o|us|>]
<thel>  [<|th|e|l|>]
<la>  [<|la|>]
<jaelen>  [<|ja|e|l|en|>]
<jonic>  [<|jo|n|ic|>]
<carevin>  [<|ca|r|e|v|in|>]
<dilao>  [<|di|la|o|>]
<shac>  [<|sh|a|c|>]
<jon>  [<|jo|n|>]
<dan>  [<|da|n|>]
<max>  [<|ma|x|>]
<ars>  [<|ar|s|>]
<candle>  [<|ca|n|d|le|>]
<xoni>  [<|x|o|ni|>]
<jatavitoneil>  [<|ja|ta|vi|to|ne|il|>]
<kion>  [<|k|i|on|>]
<quenton>  [<|qu|ent|on|>]
<chen>  [<|ch|en|>]
<leshaya>  [<|l|e|s|ha|ya|>]
<vinni>  [<|vi|n|ni|>]
<johae>  [<|jo|h|ae|>]

male_names mat1 temp2 chs10:
<aqua>  [<|aqua|>]
<ctmi>  [<|ct|mi|>]
<zooyn>  [<|zoo|yn|>]
<loness>  [<|lo|ness|>]
<tractlogyn>  [<|tract|logy|n|>]
<je>  [<|je|>]
<bratcolsa>  [<|br|at|col|sa|>]
<speĉctazoosubha>  [<|spec|̂|ct|a|zoo|sub|ha|>]
<aantyn>  [<|a|ant|yn|>]
<contragradyruptti>  [<|contra|grad|y|rupt|ti|>]
<aevi>  [<|ae|vi|>]
<bor>  [<|b|or|>]
<bijo>  [<|bi|jo|>]
<contrahoodur>  [<|contra|hood|ur|>]
<tota>  [<|to|ta|>]
<phobiast>  [<|phobia|st|>]
<ianjectacpress>  [<|ian|ject|ac|press|>]
<captainom>  [<|capt|ai|no|m|>]
<fscribie>  [<|f|scrib|ie|>]
<faciocomescript̋l>  [<|fac|io|com|e|script|̋|l|>]
<conno>  [<|con|no|>]
<strumcom>  [<|stru|m|com|>]
<thermonic>  [<|therm|on|ic|>]
<ant>  [<|ant|>]
<jayia>  [<|ja|y|ia|>]

male_names mat1 temp2 chs50:
<unǐary>  [<|uni|̌|ary|>]
<loel>  [<|lo|el|>]
<benevipolyantco>  [<|bene|vi|poly|ant|co|>]
<naano>  [<|na|an|o|>]
<il>  [<|il|>]
<photous>  [<|phot|ous|>]
<mitthermonauphon>  [<|mit|therm|on|au|phon|>]
<quentioian>  [<|qu|ent|io|ian|>]
<ibley>  [<|ible|y|>]
<stmacroion>  [<|st|macro|ion|>]
<tranśb>  [<|trans|́|b|>]
<hoai>  [<|ho|ai|>]
<credenstrum>  [<|cred|en|stru|m|>]
<scribymacroority>  [<|scrib|y|macro|or|ity|>]
<junctcredmetr>  [<|junct|cred|metr|>]
<nce>  [<|nce|>]
<sa>  [<|sa|>]
<han>  [<|ha|n|>]
<hood>  [<|hood|>]
<chshcon>  [<|ch|sh|con|>]
<nonun>  [<|non|un|>]
<trimonoli>  [<|tri|mono|li|>]
<dictmoes>  [<|dic|t|mo|es|>]
<acloibley>  [<|ac|lo|ible|y|>]
<izeport>  [<|ize|port|>]

male_names mat1 temp5 chs0:
<co>  [<|co|>]
<shilay>  [<|s|hi|la|y|>]
<jo>  [<|j|o|>]
<ten>  [<|te|n|>]
<mesteel>  [<|me|s|te|el|>]
<ir>  [<|ir|>]
<hiel>  [<|hi|el|>]
<dol>  [<|do|l|>]
<edes>  [<|ed|es|>]
<ccajakaiselior>  [<|c|ca|j|ak|ai|se|li|or|>]
<xandry>  [<|x|and|ry|>]
<ian>  [<|ian|>]
<beorcarion>  [<|be|or|ca|ri|on|>]
<y>  [<|y|>]
<domiharri>  [<|do|mi|ha|rr|i|>]
<yavindae>  [<|ya|vi|n|d|ae|>]
<jawyrisa>  [<|ja|w|y|ri|sa|>]
<reshde>  [<|re|sh|de|>]
<mo>  [<|mo|>]
<ya>  [<|ya|>]
<travian>  [<|tr|av|ian|>]
<ari>  [<|a|ri|>]
<kal>  [<|k|al|>]
<lainntel>  [<|la|in|n|t|e|l|>]
<jiano>  [<|j|ia|no|>]

male_names mat1 temp5 chs10:
<datransformandic>  [<|da|trans|form|an|dic|>]
<zooportla>  [<|zoo|port|la|>]
<tudeaictri>  [<|tude|ai|ct|ri|>]
<cthom>  [<|ct|hom|>]
<ernd>  [<|er|nd|>]
<ione>  [<|ion|e|>]
<hi>  [<|hi|>]
<nonpromerrw>  [<|non|pro|me|rr|w|>]
<ka̋meter>  [<|ka|̋|meter|>]
<hydrpatheerstrum>  [<|hydr|path|eer|stru|m|>]
<trior>  [<|tri|or|>]
<yæist>  [<|y|æ|ist|>]
<olmi>  [<|ol|mi|>]
<ntness>  [<|nt|ness|>]
<kifulger>  [<|ki|ful|ge|r|>]
<ve>  [<|ve|>]
<meterio>  [<|meter|io|>]
<or>  [<|or|>]
<postolariizecol>  [<|post|ol|ari|ize|col|>]
<credellistlo>  [<|cred|ell|ist|lo|>]
<logynasmit>  [<|logy|n|as|mit|>]
<tecaptai>  [<|te|capt|ai|>]
<la>  [<|la|>]
<ist>  [<|ist|>]
<ryiḿtion>  [<|ry|im|́|tion|>]

male_names mat1 temp5 chs50:
<̌teaqua>  [<|̌|te|aqua|>]
<b̌ndpathtit>  [<|b|̌|nd|path|ti|t|>]
<vaaryho>  [<|va|ary|ho|>]
<dhiar>  [<|d|hi|ar|>]
<eyivecideke>  [<|ey|ive|cide|ke|>]
<ak>  [<|ak|>]
<telesol>  [<|tele|s|ol|>]
<dvviableg>  [<|d|v|vi|able|g|>]
<specæiono>  [<|spec|æ|ion|o|>]
<strumceptizenn>  [<|stru|m|cept|ize|nn|>]
<ka>  [<|ka|>]
<thpromacrota>  [<|th|pro|macro|ta|>]
<dalyportka>  [<|da|ly|port|ka|>]
<passcompostol>  [<|pass|com|post|ol|>]
<entphotio>  [<|ent|phot|io|>]
<vaspireg>  [<|va|spire|g|>]
<dicredkel>  [<|di|cred|ke|l|>]
<skiteles>  [<|s|ki|tele|s|>]
<loquee>  [<|lo|qu|ee|>]
<-ylogyn>  [<|-|y|logy|n|>]
<hmort>  [<|h|mort|>]
<nourem>  [<|no|ur|em|>]
<terd>  [<|te|rd|>]
<polyasia>  [<|poly|as|ia|>]
<se>  [<|se|>]

male_names mat2 temp1 chs0:
<<masunn>>  [<|<|ma|s|un|n|>|>]
<<bernie>>  [<|<|be|r|ni|e|>|>]
<<krik>>  [<|<|k|ri|k|>|>]
<<terez>>  [<|<|te|re|z|>|>]
<<harmarkele>>  [<|<|ha|r|mar|ke|le|>|>]
<<sabert>>  [<|<|sa|be|r|t|>|>]
<<jemiah>>  [<|<|je|mi|ah|>|>]
<<mtthiji>>  [<|<|m|t|th|i|j|i|>|>]
<<antuwa>>  [<|<|ant|u|w|a|>|>]
<<kayden>>  [<|<|ka|y|de|n|>|>]
<<sean>>  [<|<|se|an|>|>]
<<rus>>  [<|<|r|us|>|>]
<<dakoto>>  [<|<|da|k|o|to|>|>]
<<haaris>>  [<|<|ha|ari|s|>|>]
<<gustin>>  [<|<|g|us|ti|n|>|>]
<<steff>>  [<|<|st|e|f|f|>|>]
<<kimi>>  [<|<|ki|mi|>|>]
<<braylor>>  [<|<|br|ay|lo|r|>|>]
<<myrian>>  [<|<|m|y|ri|an|>|>]
<<maximeon>>  [<|<|ma|x|im|e|on|>|>]
<<clatomikaye>>  [<|<|c|la|to|mi|ka|y|e|>|>]
<<kayce>>  [<|<|ka|y|ce|>|>]
<<breal>>  [<|<|br|ea|l|>|>]
<<erroll>>  [<|<|er|ro|ll|>|>]
<<shaud>>  [<|<|sha|u|d|>|>]

male_names mat2 temp1 chs10:
<<coscopeolflexhejapsychonna>>  [<|<|co|scope|ol|flex|he|ja|psych|on|na|>|>]
<<jcapolygradistjecthahoodjovertalllex>>  [<|<|j|ca|poly|grad|ist|ject|ha|hood|jo|vert|al|ll|ex|>|>]
<<maisen>>  [<|<|ma|ise|n|>|>]
<<vepathcaptain>>  [<|<|ve|path|capt|ai|n|>|>]
<<coristmiellfstruaccob>>  [<|<|co|r|ist|mi|ell|f|stru|ac|co|b|>|>]
<<jeitymestrusak>>  [<|<|je|ity|me|stru|s|ak|>|>]
<<the>>  [<|<|th|e|>|>]
<<andice>>  [<|<|and|ic|e|>|>]
<<kenǹæformprospecthntnrdt>>  [<|<|ke|nn|̀|æ|form|pro|spec|th|nt|n|rd|t|>|>]
<<bpostrycomatearyhahoodentli>>  [<|<|b|post|ry|com|ate|ary|ha|hood|ent|li|>|>]
<<fjshiphoodario>>  [<|<|f|j|ship|hood|ari|o|>|>]
<<eddes>>  [<|<|ed|de|s|>|>]
<<samison>>  [<|<|sa|mis|on|>|>]
<<esubellis>>  [<|<|e|sub|ell|is|>|>]
<<wilex>>  [<|<|w|il|ex|>|>]
<<chistogradrysen>>  [<|<|ch|ist|o|grad|ry|se|n|>|>]
<<te>>  [<|<|te|>|>]
<<tapostsaosnber>>  [<|<|ta|post|sa|os|n|be|r|>|>]
<<ta>>  [<|<|ta|>|>]
<<meoroni>>  [<|<|me|or|on|i|>|>]
<<loluly>>  [<|<|l|ol|u|ly|>|>]
<<pra>>  [<|<|p|ra|>|>]
<<shariyon>>  [<|<|sh|ari|y|on|>|>]
<<thaquavle>>  [<|<|th|aqua|v|le|>|>]
<<bveisecontrasekely>>  [<|<|b|ve|ise|contra|se|ke|ly|>|>]

male_names mat2 temp1 chs50:
<<a>>  [<|<|a|>|>]
<<ja>>  [<|<|ja|>|>]
<<qu>>  [<|<|qu|>|>]
<<jaad>>  [<|<|ja|ad|>|>]
<<rostrudicones>>  [<|<|ro|stru|dic|on|es|>|>]
<<gheuraryibletiron>>  [<|<|g|he|ur|ary|ible|ti|ro|n|>|>]
<<ta>>  [<|<|ta|>|>]
<<de>>  [<|<|de|>|>]
<<g̈transdemar>>  [<|<|g|̈|trans|de|mar|>|>]
<<jabenetiongraphentvefe>>  [<|<|ja|bene|tion|graph|ent|ve|f|e|>|>]
<<esionthlydo>>  [<|<|es|ion|th|ly|d|o|>|>]
<<raaktiontana>>  [<|<|ra|ak|tion|ta|na|>|>]
<<chastrontrrdhoodstrupathcredscopetudenaca>>  [<|<|ch|astr|on|tr|rd|hood|stru|path|cred|scope|tude|na|ca|>|>]
<<elseias>>  [<|<|el|se|ia|s|>|>]
<<lo>>  [<|<|lo|>|>]
<<han>>  [<|<|ha|n|>|>]
<<bryaatdoceion>>  [<|<|br|ya|at|do|ce|ion|>|>]
<<s-macropathmitynautellgraphtham>>  [<|<|s|-|macro|path|mit|yn|aut|ell|graph|th|am|>|>]
<<lpostakcaptnceantitudepolyimgr>>  [<|<|l|post|ak|capt|nce|anti|tude|poly|im|g|r|>|>]
<<bersh>>  [<|<|be|r|sh|>|>]
<<wheno>>  [<|<|w|he|no|>|>]
<<co>>  [<|<|co|>|>]
<<tamacontrameterdv>>  [<|<|ta|ma|contra|meter|d|v|>|>]
<<shatractphontionne>>  [<|<|sha|tract|phon|tion|ne|>|>]
<<jaah>>  [<|<|ja|ah|>|>]

male_names mat2 temp2 chs0:
<<lenn>>  [<|<|le|nn|>|>]
<<lawan>>  [<|<|la|w|an|>|>]
<<ot>>  [<|<|o|t|>|>]
<<broady>>  [<|<|br|o|ad|y|>|>]
<<rio>>  [<|<|ri|o|>|>]
<<jesus>>  [<|<|je|s|us|>|>]
<<moaad>>  [<|<|mo|a|ad|>|>]
<<biren>>  [<|<|bi|re|n|>|>]
<<rakiemry>>  [<|<|ra|ki|em|ry|>|>]
<<jemain>>  [<|<|je|ma|in|>|>]
<<gerados>>  [<|<|ge|ra|do|s|>|>]
<<zet>>  [<|<|z|e|t|>|>]
<<rahimdi>>  [<|<|ra|hi|m|di|>|>]
<<bir>>  [<|<|bi|r|>|>]
<<marveon>>  [<|<|mar|ve|on|>|>]
<<lauren>>  [<|<|la|ure|n|>|>]
<<marc>>  [<|<|mar|c|>|>]
<<vol>>  [<|<|v|ol|>|>]
<<bartolos>>  [<|<|b|ar|to|lo|s|>|>]
<<lupton>>  [<|<|l|u|p|to|n|>|>]
<<soprane>>  [<|<|s|o|p|ra|ne|>|>]
<<maxx>>  [<|<|ma|x|x|>|>]
<<jae>>  [<|<|ja|e|>|>]
<<tray>>  [<|<|tr|ay|>|>]
<<easter>>  [<|<|ea|st|er|>|>]

male_names mat2 temp2 chs10:
<<trhospirebimicronnjami>>  [<|<|tr|ho|spire|bi|micro|nn|ja|mi|>|>]
<<depsychladeirael>>  [<|<|de|psych|la|de|ir|ae|l|>|>]
<<daaux>>  [<|<|da|au|x|>|>]
<<lahya>>  [<|<|la|h|ya|>|>]
<<ta>>  [<|<|ta|>|>]
<<shalentelestruorvo>>  [<|<|sha|le|n|tele|stru|or|v|o|>|>]
<<mar>>  [<|<|mar|>|>]
<<avintracdicbrknessvaicmarsalil>>  [<|<|av|intra|c|dic|br|k|ness|va|ic|mar|sa|li|l|>|>]
<<daziean>>  [<|<|da|z|ie|an|>|>]
<<ja>>  [<|<|ja|>|>]
<<car>>  [<|<|ca|r|>|>]
<<tationoňgradgradnocontrazamaur>>  [<|<|ta|tion|on|̌|grad|grad|no|contra|za|ma|ur|>|>]
<<th>>  [<|<|th|>|>]
<<bmari>>  [<|<|b|mar|i|>|>]
<<am>>  [<|<|am|>|>]
<<ahhinneaus>>  [<|<|ah|hi|nn|ea|us|>|>]
<<sa>>  [<|<|sa|>|>]
<<seyyanan>>  [<|<|se|y|ya|n|an|>|>]
<<ni>>  [<|<|ni|>|>]
<<am>>  [<|<|am|>|>]
<<sastceceli>>  [<|<|sa|st|ce|ce|li|>|>]
<<tecommçdaistavail>>  [<|<|te|com|m|ç|da|ist|av|ai|l|>|>]
<<lori>>  [<|<|lo|ri|>|>]
<<ma>>  [<|<|ma|>|>]
<<kakane>>  [<|<|ka|ka|ne|>|>]

male_names mat2 temp2 chs50:
<<cacounterunay>>  [<|<|ca|counter|un|ay|>|>]
<<maravproahyapreablechmb>>  [<|<|mar|av|pro|ah|ya|pre|able|ch|m|b|>|>]
<<evert>>  [<|<|e|vert|>|>]
<<seyfulnessbeneceptstæurent>>  [<|<|se|y|ful|ness|bene|cept|st|æ|ure|nt|>|>]
<<drel>>  [<|<|dr|el|>|>]
<<jquan>>  [<|<|j|qu|an|>|>]
<<ka>>  [<|<|ka|>|>]
<<ki>>  [<|<|ki|>|>]
<<lkiarig>>  [<|<|l|ki|ari|g|>|>]
<<jolessahmacroavant>>  [<|<|jo|less|ah|macro|av|ant|>|>]
<<lo>>  [<|<|lo|>|>]
<<heshampolyonal>>  [<|<|he|sha|m|poly|on|al|>|>]
<<marnonbequcontraosconrdtrversellraolu>>  [<|<|mar|non|be|qu|contra|os|con|rd|tr|vers|ell|ra|ol|u|>|>]
<<nopanbrent>>  [<|<|no|pan|br|ent|>|>]
<<shachol>>  [<|<|sha|ch|ol|>|>]
<<joathaprogbenephomstrulezoointercaptbrav>>  [<|<|jo|at|ha|pro|g|bene|p|hom|stru|le|zoo|inter|capt|br|av|>|>]
<<jthicvertjogressamme>>  [<|<|j|th|ic|vert|jo|gress|am|me|>|>]
<<gay>>  [<|<|g|ay|>|>]
<<araableers>>  [<|<|a|ra|able|er|s|>|>]
<<ka>>  [<|<|ka|>|>]
<<auln>>  [<|<|au|l|n|>|>]
<<joncommitshipllurebenelm>>  [<|<|jo|n|com|mit|ship|ll|ure|bene|l|m|>|>]
<<cdicaqualin>>  [<|<|c|dic|aqua|li|n|>|>]
<<ropandd>>  [<|<|ro|pan|d|d|>|>]
<<wdiacontraportpeltransleayllen>>  [<|<|w|dia|contra|port|pel|trans|le|ay|ll|en|>|>]

male_names mat2 temp5 chs0:
<<carol>>  [<|<|ca|ro|l|>|>]
<<ceon>>  [<|<|ce|on|>|>]
<<mikhaleb>>  [<|<|mi|k|ha|le|b|>|>]
<<roary>>  [<|<|ro|ary|>|>]
<<niklan>>  [<|<|ni|k|la|n|>|>]
<<doctoria>>  [<|<|do|ct|or|ia|>|>]
<<jerril>>  [<|<|je|rr|il|>|>]
<<kayne>>  [<|<|ka|yn|e|>|>]
<<vland>>  [<|<|v|la|nd|>|>]
<<rayten>>  [<|<|ra|y|te|n|>|>]
<<clynt>>  [<|<|c|ly|nt|>|>]
<<cy>>  [<|<|c|y|>|>]
<<colmjamillis>>  [<|<|col|m|ja|mi|ll|is|>|>]
